Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1968/12/19,41,56,31,0,,
1968/12/20,45,47,39,0,,
1968/12/21,40,46,35,0,,
1968/12/22,34,43,27,0,,
1968/12/23,38,50,26,0,,
1968/12/24,40,54,27,0,,
1968/12/25,49,59,41,0.01,,
1968/12/26,48,53,45,0.01,,
1968/12/27,44,51,34,0,,
1968/12/28,43,46,40,0.4,,
1968/12/29,41,43,39,0.57,,
1968/12/30,41,43,38,0.08,,
1968/12/31,36,43,31,0.04,,
1969/1/1,29,36,24,0,,
1969/1/2,30,39,23,0,,
1969/1/3,25,31,20,0,,
1969/1/4,28,37,22,0,,
1969/1/5,30,41,22,0,,
1969/1/6,32,41,21,0,,
1969/1/7,30,39,22,0,,
1969/1/8,34,46,23,0,,
1969/1/9,40,50,31,0,,
1969/1/10,39,44,37,0.03,,
1969/1/11,34,40,28,0.46,,
1969/1/12,27,30,24,0.02,,
1969/1/13,26,34,16,0,,
1969/1/14,32,39,26,0,,
1969/1/15,34,41,30,0,,
1969/1/16,34,39,31,0,,
1969/1/17,37,51,27,0,,
1969/1/18,43,54,37,0.02,,
1969/1/19,45,55,36,0,,
1969/1/20,44,51,40,0.13,,
1969/1/21,38,43,35,0.1,,
1969/1/22,41,51,35,0,,
1969/1/23,43,49,35,0,,
1969/1/24,40,45,36,0.06,,
1969/1/25,43,48,38,0.04,,
1969/1/26,47,51,41,0.32,,
1969/1/27,44,47,41,0,,
1969/1/28,33,47,24,0.35,,
1969/1/29,23,25,20,0.24,,
1969/1/30,21,23,19,0.18,,
1969/1/31,20,23,15,0.01,,
1969/2/1,22,27,15,0,,
1969/2/2,30,35,24,0,,
1969/2/3,32,33,30,0.28,,
1969/2/4,24,33,18,0.03,,
1969/2/5,18,27,10,0,,
1969/2/6,19,31,9,0,,
1969/2/7,30,38,21,0,,
1969/2/8,34,44,24,0,,
1969/2/9,38,51,27,0,,
1969/2/10,39,56,28,0,,
1969/2/11,46,65,32,0,,
1969/2/12,56,73,44,0.26,,
1969/2/13,44,59,36,0.08,,
1969/2/14,33,37,31,0.28,,
1969/2/15,35,38,33,0.24,,
1969/2/16,30,36,27,0.18,,
1969/2/17,31,32,29,0.02,,
1969/2/18,33,35,31,0.09,,
1969/2/19,31,35,27,0.1,,
1969/2/20,25,28,22,0.07,,
1969/2/21,26,31,20,0,,
1969/2/22,33,39,27,0,,
1969/2/23,36,37,34,0.09,,
1969/2/24,35,38,33,0,,
1969/2/25,31,36,29,0.05,,
1969/2/26,32,33,30,0,,
1969/2/27,32,35,29,0,,
1969/2/28,35,42,29,0,,
1969/3/1,34,38,32,0.3,,
1969/3/2,36,41,27,0.05,,
1969/3/3,41,47,37,0.01,,
1969/3/4,36,43,31,0,,
1969/3/5,35,42,27,0,,
1969/3/6,38,50,28,0,,
1969/3/7,46,57,34,0,,
1969/3/8,46,50,42,0,,
1969/3/9,48,58,40,0,,
1969/3/10,43,52,35,0,,
1969/3/11,40,45,38,0.29,,
1969/3/12,35,40,30,0,,
1969/3/13,34,43,26,0,,
1969/3/14,45,59,33,0,,
1969/3/15,49,57,42,0.02,,
1969/3/16,42,51,35,0,,
1969/3/17,42,54,31,0,,
1969/3/18,49,58,42,0.01,,
1969/3/19,56,68,45,0,,
1969/3/20,58,64,56,0.17,,
1969/3/21,47,56,44,0.03,,
1969/3/22,42,49,38,0,,
1969/3/23,45,55,41,0,,
1969/3/24,49,57,43,0,,
1969/3/25,53,68,42,0,,
1969/3/26,59,74,46,0.03,,
1969/3/27,55,64,48,0.9,,
1969/3/28,46,50,43,0,,
1969/3/29,42,48,40,0.64,,
1969/3/30,44,50,34,0,,
1969/3/31,48,59,36,0,,
1969/4/1,56,69,42,0,,
1969/4/2,53,60,49,0.04,,
1969/4/3,51,54,47,0.08,,
1969/4/4,40,47,35,0.07,,
1969/4/5,45,56,35,0,,
1969/4/6,53,65,45,0,,
1969/4/7,57,67,46,0,,
1969/4/8,59,71,50,0,,
1969/4/9,60,73,49,0,,
1969/4/10,60,74,48,0,,
1969/4/11,62,78,50,0,,
1969/4/12,68,87,53,0,,
1969/4/13,70,79,63,0.02,,
1969/4/14,71,83,66,0.17,,
1969/4/15,54,67,47,0.43,,
1969/4/16,45,49,41,0.56,,
1969/4/17,51,56,47,0,,
1969/4/18,53,55,49,0.19,,
1969/4/19,58,64,52,0.28,,
1969/4/20,67,82,59,0.41,,
1969/4/21,65,77,53,0,,
1969/4/22,68,73,63,0,,
1969/4/23,71,87,64,0.13,,
1969/4/24,53,71,47,1.11,,
1969/4/25,54,63,48,0,,
1969/4/26,58,64,53,0,,
1969/4/27,63,71,56,0.04,,
1969/4/28,59,64,57,0.06,,
1969/4/29,64,72,58,0.04,,
1969/4/30,66,76,55,0,,
1969/5/1,69,75,63,0,,
1969/5/2,67,77,57,0,,
1969/5/3,75,88,65,0,,
1969/5/4,74,79,72,0.2,,
1969/5/5,70,81,63,0,,
1969/5/6,60,69,49,0,,
1969/5/7,67,82,51,0,,
1969/5/8,74,88,62,0,,
1969/5/9,78,89,70,0.05,,
1969/5/10,79,90,69,0,,
1969/5/11,77,83,72,0.16,,
1969/5/12,63,72,60,1.62,,
1969/5/13,65,72,60,0,,
1969/5/14,70,76,62,0,,
1969/5/15,69,74,63,0.01,,
1969/5/16,72,79,67,0.39,,
1969/5/17,70,83,60,0,,
1969/5/18,74,82,69,0,,
1969/5/19,59,70,55,0.43,,
1969/5/20,61,72,53,0,,
1969/5/21,66,77,55,0,,
1969/5/22,71,81,63,0.08,,
1969/5/23,67,74,65,0.32,,
1969/5/24,70,79,62,0.11,,
1969/5/25,77,89,64,0,,
1969/5/26,74,79,72,0,,
1969/5/27,65,74,59,0,,
1969/5/28,72,86,58,0,,
1969/5/29,73,86,65,0,,
1969/5/30,70,84,55,0,,
1969/5/31,78,92,65,0,,
1969/6/1,84,97,71,0,,
1969/6/2,78,86,75,0,,
1969/6/3,74,85,61,0,,
1969/6/4,74,88,63,0.13,,
1969/6/5,67,71,63,0.33,,
1969/6/6,66,78,53,0,,
1969/6/7,69,78,59,0,,
1969/6/8,70,76,63,0,,
1969/6/9,71,79,65,0,,
1969/6/10,69,76,65,0.44,,
1969/6/11,74,83,64,0,,
1969/6/12,78,90,66,0,,
1969/6/13,73,81,60,0,,
1969/6/14,72,82,57,0,,
1969/6/15,74,82,65,0,,
1969/6/16,66,77,63,0.15,,
1969/6/17,71,82,60,0,,
1969/6/18,77,91,69,0.1,,
1969/6/19,75,83,65,0.49,,
1969/6/20,76,88,69,0.13,,
1969/6/21,74,85,65,0,,
1969/6/22,78,90,64,0,,
1969/6/23,81,89,71,0,,
1969/6/24,75,84,71,0.07,,
1969/6/25,74,83,66,0.01,,
1969/6/26,76,86,65,0,,
1969/6/27,81,91,69,0,,
1969/6/28,80,88,72,0,,
1969/6/29,82,92,72,0,,
1969/6/30,82,91,74,0,,
1969/7/1,75,85,70,0.31,,
1969/7/2,78,84,68,0,,
1969/7/3,74,79,71,1.1,,
1969/7/4,74,79,71,0.69,,
1969/7/5,74,78,72,0.23,,
1969/7/6,74,77,71,0.1,,
1969/7/7,71,74,69,3.96,,
1969/7/8,73,81,66,0,,
1969/7/9,71,75,68,1.12,,
1969/7/10,73,82,66,0.02,,
1969/7/11,77,80,73,0.55,,
1969/7/12,75,78,71,2.85,,
1969/7/13,77,85,67,0,,
1969/7/14,75,81,71,0.86,,
1969/7/15,74,78,72,6.32,,
1969/7/16,75,80,70,1.63,,
1969/7/17,72,77,68,2.82,,
1969/7/18,78,85,73,0.8,,
1969/7/19,84,94,75,0,,
1969/7/20,83,93,72,0.54,,
1969/7/21,85,94,74,0.04,,
1969/7/22,88,96,80,0,,
1969/7/23,89,97,81,0,,
1969/7/24,89,96,83,0,,
1969/7/25,90,97,81,0,,
1969/7/26,88,97,81,0,,
1969/7/27,86,93,80,0,,
1969/7/28,86,93,81,0,,
1969/7/29,88,95,81,0,,
1969/7/30,90,97,82,0,,
1969/7/31,89,98,83,0,,
1969/8/1,90,97,84,0,,
1969/8/2,87,98,77,1.27,,
1969/8/3,81,86,77,0.03,,
1969/8/4,80,87,76,0,,
1969/8/5,79,84,76,0,,
1969/8/6,81,90,76,0.06,,
1969/8/7,86,94,80,0,,
1969/8/8,86,92,79,0,,
1969/8/9,85,92,80,0,,
1969/8/10,87,94,80,0,,
1969/8/11,86,95,80,0.06,,
1969/8/12,84,91,80,0,,
1969/8/13,84,93,78,0,,
1969/8/14,85,94,78,0,,
1969/8/15,87,96,76,0,,
1969/8/16,87,98,78,0,,
1969/8/17,88,98,79,0,,
1969/8/18,84,97,73,0.36,,
1969/8/19,80,86,75,0,,
1969/8/20,84,92,76,0,,
1969/8/21,86,96,77,0,,
1969/8/22,85,92,79,0.02,,
1969/8/23,84,94,77,0,,
1969/8/24,83,94,76,0,,
1969/8/25,83,92,75,0,,
1969/8/26,80,85,75,0,,
1969/8/27,79,90,70,0,,
1969/8/28,80,89,69,0,,
1969/8/29,79,90,71,0.69,,
1969/8/30,75,84,71,0.26,,
1969/8/31,74,79,72,0.52,,
1969/9/1,79,86,73,0,,
1969/9/2,83,91,77,0,,
1969/9/3,80,88,74,0,,
1969/9/4,81,92,76,0.01,,
1969/9/5,75,80,71,0.02,,
1969/9/6,75,81,72,0,,
1969/9/7,73,78,70,0,,
1969/9/8,75,83,68,0,,
1969/9/9,76,83,69,0,,
1969/9/10,74,83,67,0,,
1969/9/11,73,83,62,0,,
1969/9/12,73,85,62,0,,
1969/9/13,72,82,62,0,,
1969/9/14,72,79,67,0,,
1969/9/15,72,82,67,0,,
1969/9/16,73,87,62,0,,
1969/9/17,74,88,62,0,,
1969/9/18,76,89,65,0,,
1969/9/19,77,87,68,0,,
1969/9/20,78,88,67,0,,
1969/9/21,80,94,73,0.74,,
1969/9/22,78,84,73,0,,
1969/9/23,80,89,75,0,,
1969/9/24,78,83,75,0,,
1969/9/25,78,85,72,0,,
1969/9/26,75,81,72,0,,
1969/9/27,72,77,70,0,,
1969/9/28,72,75,69,0.87,,
1969/9/29,74,83,69,1.15,,
1969/9/30,62,69,59,0.16,,
1969/10/1,65,73,59,0,,
1969/10/2,60,68,54,0,,
1969/10/3,62,70,52,0,,
1969/10/4,62,72,51,0,,
1969/10/5,60,70,51,0,,
1969/10/6,62,72,52,0,,
1969/10/7,64,73,56,0,,
1969/10/8,62,71,54,0,,
1969/10/9,55,68,43,0,,
1969/10/10,57,70,42,0,,
1969/10/11,62,75,48,0,,
1969/10/12,65,74,54,0,,
1969/10/13,65,72,60,0,,
1969/10/14,68,81,56,0,,
1969/10/15,69,84,59,0,,
1969/10/16,69,81,59,0,,
1969/10/17,66,74,60,0,,
1969/10/18,63,75,51,0,,
1969/10/19,66,77,54,0,,
1969/10/20,66,77,56,0,,
1969/10/21,66,74,60,0,,
1969/10/22,63,78,52,0,,
1969/10/23,64,70,60,0.28,,
1969/10/24,64,72,60,0,,
1969/10/25,60,71,50,0,,
1969/10/26,59,68,51,0,,
1969/10/27,54,72,40,0,,
1969/10/28,59,77,44,0,,
1969/10/29,62,78,46,0,,
1969/10/30,65,82,52,0,,
1969/10/31,63,80,51,0,,
1969/11/1,61,65,59,0,,
1969/11/2,57,62,54,0,,
1969/11/3,56,65,48,0,,
1969/11/4,53,59,49,0,,
1969/11/5,47,57,35,0,,
1969/11/6,48,59,42,0,,
1969/11/7,47,63,35,0,,
1969/11/8,54,69,40,0,,
1969/11/9,53,65,43,0,,
1969/11/10,42,57,31,0,,
1969/11/11,46,56,36,0.02,,
1969/11/12,49,72,36,0,,
1969/11/13,58,69,44,0,,
1969/11/14,63,72,57,0.09,,
1969/11/15,51,58,45,0.44,,
1969/11/16,36,45,34,0.5,,
1969/11/17,36,46,31,0,,
1969/11/18,38,50,29,0,,
1969/11/19,40,56,30,0,,
1969/11/20,45,56,36,0,,
1969/11/21,47,56,38,0,,
1969/11/22,48,54,44,0,,
1969/11/23,45,52,41,0,,
1969/11/24,41,51,34,0,,
1969/11/25,37,53,27,0,,
1969/11/26,39,57,26,0,,
1969/11/27,43,59,29,0,,
1969/11/28,47,55,42,0,,
1969/11/29,41,49,33,0.25,,
1969/11/30,36,52,25,0,,
1969/12/1,44,54,33,0,,
1969/12/2,38,50,33,0,,
1969/12/3,34,48,22,0,,
1969/12/4,37,55,24,0,,
1969/12/5,42,61,30,0,,
1969/12/6,53,69,40,0,,
1969/12/7,43,58,38,0.09,,
1969/12/8,33,39,28,0,,
1969/12/9,32,45,22,0,,
1969/12/10,39,52,29,0,,
1969/12/11,38,59,24,0,,
1969/12/12,41,46,34,0,,
1969/12/13,27,37,19,0,,
1969/12/14,29,47,17,0,,
1969/12/15,35,48,23,0,,
1969/12/16,34,49,23,0,,
1969/12/17,36,54,24,0,,
1969/12/18,40,46,35,0,,
1969/12/19,33,43,26,0,,
1969/12/20,36,50,25,0,,
1969/12/21,39,55,27,0,,
1969/12/22,40,56,27,0,,
1969/12/23,45,54,39,0,,
1969/12/24,45,58,31,0,,
1969/12/25,47,54,42,0.08,,
1969/12/26,38,46,33,0.16,,
1969/12/27,31,38,24,0,,
1969/12/28,29,43,19,0,,
1969/12/29,36,44,29,0,,
1969/12/30,38,49,28,0,,
1969/12/31,40,56,28,0,,
1970/1/1,41,56,30,0,,
1970/1/2,43,46,40,0.02,,
1970/1/3,42,45,40,0,,
1970/1/4,27,40,21,0.04,,
1970/1/5,19,23,12,0,,
1970/1/6,24,26,20,0,,
1970/1/7,28,38,20,0,,
1970/1/8,30,44,18,0,,
1970/1/9,31,41,24,0,,
1970/1/10,32,41,25,0,,
1970/1/11,35,50,20,0,,
1970/1/12,41,58,30,0,,
1970/1/13,35,43,32,0,,
1970/1/14,28,33,24,0,,
1970/1/15,26,33,22,0,,
1970/1/16,22,36,12,0,,
1970/1/17,26,34,14,0,,
1970/1/18,30,36,27,0,,
1970/1/19,26,41,17,0,,
1970/1/20,28,45,16,0,,
1970/1/21,34,54,21,0,,
1970/1/22,41,50,32,0,,
1970/1/23,37,44,31,0.13,,
1970/1/24,34,45,27,0,,
1970/1/25,36,48,28,0,,
1970/1/26,37,51,25,0,,
1970/1/27,44,48,40,0.05,,
1970/1/28,47,57,41,0,,
1970/1/29,43,50,41,0.1,,
1970/1/30,35,43,29,0.02,,
1970/1/31,33,47,22,0,,
1970/2/1,38,54,25,0,,
1970/2/2,43,47,40,0,,
1970/2/3,42,46,39,0,,
1970/2/4,41,54,31,0,,
1970/2/5,40,51,33,0,,
1970/2/6,40,47,31,0,,
1970/2/7,45,52,41,0,,
1970/2/8,45,59,36,0,,
1970/2/9,34,45,26,0,,
1970/2/10,37,50,26,0,,
1970/2/11,39,59,24,0,,
1970/2/12,45,64,28,0,,
1970/2/13,49,70,33,0,,
1970/2/14,53,73,37,0,,
1970/2/15,40,52,34,0,,
1970/2/16,40,58,25,0,,
1970/2/17,47,68,30,0,,
1970/2/18,52,70,37,0,,
1970/2/19,48,59,46,0.28,,
1970/2/20,37,48,33,0.2,,
1970/2/21,38,40,36,0.22,,
1970/2/22,38,40,37,0.26,,
1970/2/23,41,44,38,0.67,,
1970/2/24,43,47,39,0.31,,
1970/2/25,36,40,33,0.94,,
1970/2/26,35,38,34,0.37,,
1970/2/27,33,36,32,0.05,,
1970/2/28,35,42,29,0,,
1970/3/1,39,49,29,0,,
1970/3/2,38,44,35,0.95,,
1970/3/3,41,44,39,0.04,,
1970/3/4,40,47,36,0.02,,
1970/3/5,37,42,34,0,,
1970/3/6,39,43,37,0,,
1970/3/7,41,47,35,0.01,,
1970/3/8,41,49,33,0,,
1970/3/9,43,53,37,0,,
1970/3/10,41,47,37,0,,
1970/3/11,39,44,35,0,,
1970/3/12,35,40,31,0.43,,
1970/3/13,35,42,31,0.21,,
1970/3/14,36,40,32,0.02,,
1970/3/15,38,43,35,0.03,,
1970/3/16,43,51,35,0,,
1970/3/17,42,48,37,0,,
1970/3/18,41,50,35,0,,
1970/3/19,42,50,33,0,,
1970/3/20,43,49,38,0,,
1970/3/21,43,45,41,0.02,,
1970/3/22,43,50,36,0,,
1970/3/23,44,55,30,0,,
1970/3/24,48,58,39,0,,
1970/3/25,43,50,36,0,,
1970/3/26,47,58,40,0,,
1970/3/27,53,68,39,0,,
1970/3/28,57,69,44,0,,
1970/3/29,53,62,51,0.73,,
1970/3/30,48,52,46,0.18,,
1970/3/31,45,51,38,0,,
1970/4/1,48,53,44,0,,
1970/4/2,49,57,44,0,,
1970/4/3,50,58,46,0,,
1970/4/4,46,57,40,0,,
1970/4/5,52,65,35,0,,
1970/4/6,56,68,51,0,,
1970/4/7,55,64,47,0,,
1970/4/8,51,56,48,1.17,,
1970/4/9,55,60,51,0,,
1970/4/10,52,56,50,0.23,,
1970/4/11,51,55,47,0.01,,
1970/4/12,54,62,41,0,,
1970/4/13,55,65,48,0,,
1970/4/14,54,66,44,0,,
1970/4/15,60,74,46,0,,
1970/4/16,65,81,51,0,,
1970/4/17,60,72,56,1.76,,
1970/4/18,60,68,51,0,,
1970/4/19,57,62,55,0.02,,
1970/4/20,61,75,46,0,,
1970/4/21,66,77,52,0,,
1970/4/22,59,67,56,0.32,,
1970/4/23,55,61,53,0.85,,
1970/4/24,57,68,51,0.12,,
1970/4/25,62,71,54,0,,
1970/4/26,64,74,53,0,,
1970/4/27,61,69,56,0.24,,
1970/4/28,62,72,49,0,,
1970/4/29,67,78,58,0,,
1970/4/30,68,79,57,0,,
1970/5/1,68,73,65,0.87,,
1970/5/2,65,72,61,0.28,,
1970/5/3,63,69,53,0,,
1970/5/4,66,74,57,0,,
1970/5/5,62,68,58,1.29,,
1970/5/6,60,64,57,0.02,,
1970/5/7,66,73,59,0,,
1970/5/8,66,72,61,0,,
1970/5/9,67,72,64,0,,
1970/5/10,64,69,59,0,,
1970/5/11,68,79,56,0,,
1970/5/12,68,76,63,0,,
1970/5/13,65,72,60,0,,
1970/5/14,65,73,57,0,,
1970/5/15,66,75,52,0,,
1970/5/16,67,80,52,0,,
1970/5/17,71,83,56,0,,
1970/5/18,71,78,65,0.02,,
1970/5/19,68,76,61,1.05,,
1970/5/20,72,84,61,0,,
1970/5/21,73,84,59,0,,
1970/5/22,73,80,66,0,,
1970/5/23,69,76,64,0,,
1970/5/24,70,80,61,0,,
1970/5/25,72,83,64,0.06,,
1970/5/26,78,89,69,0,,
1970/5/27,76,89,63,0,,
1970/5/28,71,78,68,0.16,,
1970/5/29,68,74,63,2.38,,
1970/5/30,65,69,61,0,,
1970/5/31,66,68,64,0,,
1970/6/1,66,74,59,0,,
1970/6/2,69,77,62,0,,
1970/6/3,74,84,65,0,,
1970/6/4,77,87,69,0,,
1970/6/5,77,86,69,0,,
1970/6/6,73,79,69,0,,
1970/6/7,74,81,69,2.2,,
1970/6/8,75,78,73,0.02,,
1970/6/9,75,83,70,0,,
1970/6/10,73,76,71,0,,
1970/6/11,75,84,68,0,,
1970/6/12,79,90,68,0,,
1970/6/13,77,85,72,0,,
1970/6/14,74,83,64,0,,
1970/6/15,75,84,65,0,,
1970/6/16,77,90,63,0,,
1970/6/17,78,89,67,0,,
1970/6/18,72,80,70,0.33,,
1970/6/19,69,73,66,0.11,,
1970/6/20,67,70,65,0.17,,
1970/6/21,67,70,64,0.18,,
1970/6/22,70,79,60,0,,
1970/6/23,75,85,66,0,,
1970/6/24,73,79,70,0.03,,
1970/6/25,74,80,69,0,,
1970/6/26,77,85,68,0,,
1970/6/27,74,78,72,0,,
1970/6/28,76,81,72,0.15,,
1970/6/29,78,83,75,0.39,,
1970/6/30,80,87,74,0.01,,
1970/7/1,83,92,78,0.03,,
1970/7/2,83,93,79,0.07,,
1970/7/3,79,85,75,0.19,,
1970/7/4,78,87,73,0,,
1970/7/5,78,89,70,0,,
1970/7/6,82,96,69,0,,
1970/7/7,79,85,73,0,,
1970/7/8,75,84,67,0.33,,
1970/7/9,78,87,69,0,,
1970/7/10,78,84,72,0.05,,
1970/7/11,77,87,69,0.07,,
1970/7/12,75,79,71,0.42,,
1970/7/13,74,81,69,2.14,,
1970/7/14,73,80,70,0,,
1970/7/15,80,89,72,0,,
1970/7/16,80,86,75,1.72,,
1970/7/17,76,79,72,1.7,,
1970/7/18,81,90,74,0,,
1970/7/19,82,88,78,0.83,,
1970/7/20,83,91,74,0.98,,
1970/7/21,85,91,79,0,,
1970/7/22,85,91,81,0,,
1970/7/23,86,94,78,0,,
1970/7/24,86,92,78,0,,
1970/7/25,86,95,77,0,,
1970/7/26,84,90,78,0.01,,
1970/7/27,78,91,74,0.05,,
1970/7/28,85,94,75,0,,
1970/7/29,87,95,79,0,,
1970/7/30,87,96,77,0,,
1970/7/31,88,98,79,0,,
1970/8/1,87,95,80,0,,
1970/8/2,85,94,79,0,,
1970/8/3,88,95,81,0,,
1970/8/4,81,95,76,2.83,,
1970/8/5,85,96,78,0,,
1970/8/6,88,97,80,0,,
1970/8/7,89,97,82,0,,
1970/8/8,89,97,81,0,,
1970/8/9,88,97,80,0,,
1970/8/10,86,94,80,0,,
1970/8/11,85,92,80,0,,
1970/8/12,83,91,76,0,,
1970/8/13,84,91,76,0,,
1970/8/14,82,89,77,0,,
1970/8/15,80,87,72,0,,
1970/8/16,81,90,72,0,,
1970/8/17,85,94,76,0,,
1970/8/18,82,88,80,0,,
1970/8/19,80,87,75,0,,
1970/8/20,80,89,71,0,,
1970/8/21,81,87,75,0.01,,
1970/8/22,79,88,74,0.08,,
1970/8/23,80,89,75,0,,
1970/8/24,83,92,77,0,,
1970/8/25,81,91,74,0.93,,
1970/8/26,79,91,77,0.37,,
1970/8/27,79,82,75,1.33,,
1970/8/28,81,87,76,0,,
1970/8/29,79,88,73,0.54,,
1970/8/30,79,86,73,0,,
1970/8/31,79,88,75,0.03,,
1970/9/1,78,86,71,0.31,,
1970/9/2,79,87,71,0,,
1970/9/3,84,90,78,0,,
1970/9/4,81,88,76,0,,
1970/9/5,80,89,75,0,,
1970/9/6,80,88,73,0,,
1970/9/7,81,88,76,0.04,,
1970/9/8,82,90,78,0.87,,
1970/9/9,74,78,71,0.48,,
1970/9/10,75,80,70,0.02,,
1970/9/11,74,80,68,0,,
1970/9/12,66,68,63,0.79,,
1970/9/13,71,76,65,0.3,,
1970/9/14,75,82,71,0.02,,
1970/9/15,76,83,71,0,,
1970/9/16,78,85,75,0,,
1970/9/17,72,78,68,0.26,,
1970/9/18,71,79,67,1.17,,
1970/9/19,68,72,65,0.15,,
1970/9/20,71,76,64,0,,
1970/9/21,74,82,69,0,,
1970/9/22,73,77,71,0.72,,
1970/9/23,73,76,71,0.12,,
1970/9/24,71,77,69,0.15,,
1970/9/25,68,71,61,0.22,,
1970/9/26,66,68,63,0,,
1970/9/27,63,66,60,0.02,,
1970/9/28,63,65,61,0.44,,
1970/9/29,60,64,56,0,,
1970/9/30,59,69,49,0,,
1970/10/1,60,72,52,0,,
1970/10/2,63,73,55,0,,
1970/10/3,61,73,54,0,,
1970/10/4,61,75,51,0,,
1970/10/5,60,74,49,0,,
1970/10/6,65,76,55,0,,
1970/10/7,68,82,54,0,,
1970/10/8,69,79,62,0,,
1970/10/9,69,75,65,0,,
1970/10/10,69,74,65,0.05,,
1970/10/11,71,79,65,0,,
1970/10/12,71,77,69,0,,
1970/10/13,68,72,65,0.99,,
1970/10/14,69,76,61,0,,
1970/10/15,70,77,67,0.02,,
1970/10/16,69,75,65,0.01,,
1970/10/17,66,74,60,0,,
1970/10/18,64,69,59,0,,
1970/10/19,66,75,59,0,,
1970/10/20,64,75,53,0,,
1970/10/21,68,77,60,0,,
1970/10/22,70,81,60,0,,
1970/10/23,72,82,61,0,,
1970/10/24,71,74,69,0.3,,
1970/10/25,61,72,55,1.43,,
1970/10/26,52,57,49,0,,
1970/10/27,51,58,45,0,,
1970/10/28,51,63,39,0,,
1970/10/29,48,59,38,0,,
1970/10/30,46,59,36,0,,
1970/10/31,48,60,43,0,,
1970/11/1,48,63,37,0,,
1970/11/2,51,65,39,0,,
1970/11/3,54,70,41,0,,
1970/11/4,53,70,41,0,,
1970/11/5,56,72,43,0,,
1970/11/6,56,69,42,0,,
1970/11/7,56,67,47,0,,
1970/11/8,59,72,47,0,,
1970/11/9,62,78,48,0,,
1970/11/10,58,67,48,0,,
1970/11/11,55,65,45,0,,
1970/11/12,61,70,54,0.01,,
1970/11/13,60,75,49,0,,
1970/11/14,50,61,44,0,,
1970/11/15,40,46,33,0,,
1970/11/16,38,51,26,0,,
1970/11/17,46,59,33,0,,
1970/11/18,51,66,45,0,,
1970/11/19,56,68,46,0,,
1970/11/20,54,64,43,0,,
1970/11/21,54,58,47,0,,
1970/11/22,40,48,37,0,,
1970/11/23,41,46,36,0,,
1970/11/24,49,55,41,0,,
1970/11/25,47,53,44,0.11,,
1970/11/26,42,45,40,0.19,,
1970/11/27,45,48,41,0.03,,
1970/11/28,46,49,43,0.2,,
1970/11/29,40,46,36,0,,
1970/11/30,33,42,26,0,,
1970/12/1,42,50,33,0,,
1970/12/2,45,49,40,0.03,,
1970/12/3,37,48,32,0,,
1970/12/4,36,53,24,0,,
1970/12/5,39,57,28,0,,
1970/12/6,41,59,29,0,,
1970/12/7,46,50,36,0,,
1970/12/8,37,48,29,0,,
1970/12/9,39,55,29,0,,
1970/12/10,44,60,29,0,,
1970/12/11,51,60,45,0.01,,
1970/12/12,50,54,42,0,,
1970/12/13,33,42,28,0,,
1970/12/14,33,47,23,0,,
1970/12/15,40,56,28,0,,
1970/12/16,46,64,32,0,,
1970/12/17,49,66,35,0,,
1970/12/18,47,53,44,0,,
1970/12/19,40,44,39,0,,
1970/12/20,37,39,34,0.1,,
1970/12/21,40,43,38,0.08,,
1970/12/22,41,43,38,0.15,,
1970/12/23,43,46,39,0.01,,
1970/12/24,42,46,40,0.19,,
1970/12/25,36,41,32,0,,
1970/12/26,34,41,29,0,,
1970/12/27,35,42,28,0,,
1970/12/28,35,45,27,0,,
1970/12/29,39,43,33,0,,
1970/12/30,41,45,39,0,,
1970/12/31,36,48,29,0,,
1971/1/1,34,49,25,0,,
1971/1/2,34,46,26,0,,
1971/1/3,36,52,25,0,,
1971/1/4,27,39,22,0,,
1971/1/5,27,39,18,0,,
1971/1/6,34,49,25,0,,
1971/1/7,36,53,24,0,,
1971/1/8,33,43,26,0,,
1971/1/9,32,49,21,0,,
1971/1/10,40,59,26,0,,
1971/1/11,40,54,29,0,,
1971/1/12,40,50,31,0,,
1971/1/13,38,47,32,0,,
1971/1/14,34,48,24,0,,
1971/1/15,41,57,28,0,,
1971/1/16,44,54,32,0,,
1971/1/17,48,58,39,0,,
1971/1/18,51,54,47,0.41,,
1971/1/19,45,53,42,0.19,,
1971/1/20,39,42,36,0,,
1971/1/21,32,37,28,0,,
1971/1/22,28,35,23,0,,
1971/1/23,29,40,20,0,,
1971/1/24,32,41,26,0,,
1971/1/25,32,41,23,0,,
1971/1/26,31,40,25,0,,
1971/1/27,29,37,22,0,,
1971/1/28,30,37,23,0,,
1971/1/29,29,42,20,0,,
1971/1/30,27,37,18,0,,
1971/1/31,31,44,18,0,,
1971/2/1,31,44,18,0,,
1971/2/2,35,47,24,0,,
1971/2/3,30,41,20,0,,
1971/2/4,28,39,18,0,,
1971/2/5,27,37,16,0,,
1971/2/6,31,41,23,0,,
1971/2/7,31,45,18,0,,
1971/2/8,33,50,21,0,,
1971/2/9,35,50,23,0,,
1971/2/10,38,46,29,0,,
1971/2/11,37,42,33,0.17,,
1971/2/12,39,42,36,0,,
1971/2/13,38,42,36,0.1,,
1971/2/14,36,40,34,0.24,,
1971/2/15,39,55,28,0,,
1971/2/16,43,59,32,0,,
1971/2/17,35,44,29,0,,
